# Human_geneid	Human_ids	Mouse_geneid	Mouse_ids
124997	Q562E7-5,Q562E7-6,Q562E7-3,Q562E7-4,Q562E7,ENST00000464528,ENST00000309182,Q562E7-2,ENST00000409644,ENST00000437219,ENST00000419248	192652	Q5ND34,Q5ND34-3,Q5ND34-2,ENSMUST00000173320
125058	ENST00000576768,Q8TBP0,ENST00000310924,ENST00000340848,ENST00000572862,Q8TBP0-2,Q8TBP0-3,Q8TBP0-4	207592	ENSMUST00000207655,ENSMUST00000036113
125061	Q63HM1,Q63HM1-2,ENST00000589256,ENST00000409257,ENST00000327898	71562	Q8K4H1,ENSMUST00000073388,ENSMUST00000148016,ENSMUST00000149668,Q8K4H1-2
125111	Q8N144,Q8N144-2	353155	Q91YD1
125113	Q8N1A0,Q8N1A0-2,ENST00000394052	268481	ENSMUST00000038214,ENSMUST00000103132,Q8CCX5-2,Q8CCX5
125115	ENST00000461923,ENST00000398486,ENST00000377755,Q6A162	406221	ENSMUST00000074253,Q6IFX3,ENSMUST00000107443
125150	ENST00000399277,ENST00000472495,Q19AV6	69747	Q9CWQ2,ENSMUST00000072916
125170	Q96C03-3,ENST00000395706,ENST00000323019,ENST00000395704,Q96C03,Q96C03-2	237781	ENSMUST00000018743,Q5NCS9
125206	ENST00000395647,A0PJK1-4,A0PJK1-2,A0PJK1-5,ENST00000395645,ENST00000417251,A0PJK1,ENST00000317977,ENST00000395643,A0PJK1-3	109342	Q5SWY8,ENSMUST00000051552
125228	Q96ND0	108654	Q8BGY7,ENSMUST00000042852
125336	ENST00000642948,ENST00000398705,Q8IVV2,Q8IVV2-4,Q8IVV2-3,ENST00000579038,ENST00000300591,ENST00000441551,Q8IVV2-5,ENST00000582408,ENST00000398686	240411	ENSMUST00000148341,C8YR32,ENSMUST00000096547
125476	Q6PI98-3,ENST00000334598,ENST00000441607,Q6PI98,ENST00000586489,Q6PI98-4	225280	ENSMUST00000153360,Q8BHA0
125488	ENST00000317571,Q8N584-3,Q8N584,ENST00000584250,ENST00000540918,ENST00000304621,Q8N584-2	72747	ENSMUST00000234966,Q8VE09
125704	Q0P6D2-2,ENST00000343998,Q0P6D2	240479	Q8BQT2-2,Q8BQT2,ENSMUST00000052501,ENSMUST00000161429
125875	Q8NHS1,ENST00000291715	74276	ENSMUST00000040227,Q9D9H2
125931	Q6UY09-2,Q6UY09-5,ENST00000620096,ENST00000611497,Q6UY09-3,ENST00000614924,Q6UY09,ENST00000614577,Q6UY09-4	71601	ENSMUST00000094753,Q9D2Z1
125950	Q8IY67,Q8IY67-3,Q8IY67-2	71766	ENSMUST00000115487,Q9CW46-2,Q9CW46
125963	Q8NGA1,ENST00000641627	18322	Q8VFM9
125965	Q6YFQ2,ENST00000326529,ENST00000593184	333182	Q80ZN9,ENSMUST00000063324,ENSMUST00000184143,ENSMUST00000182048,ENSMUST00000182111
125972	ENST00000269881,Q96L12	73316	Q9D9Q6,ENSMUST00000109974,ENSMUST00000019876
125981	ENST00000301452,Q8TDN7	171168	ENSMUST00000056113,Q8R4X1
125988	ENST00000309324,Q5XKP0,ENST00000587950,ENST00000590389	224904	Q8R404,ENSMUST00000052832
126003	ENST00000317378,ENST00000596148,Q8IUR0,ENST00000426877	66682	ENSMUST00000044857,Q9CQA1
126006	ENST00000311069,ENST00000598935,Q8IVA1,Q8IVA1-2	18545	ENSMUST00000004749,ENSMUST00000133459,ENSMUST00000136105,P12660
126014	Q8IYS5,Q8IYS5-5,ENST00000351806,Q8IYS5-7,Q8IYS5-2,Q8IYS5-6,Q8IYS5-3,ENST00000284648,ENST00000358375,Q8IYS5-4	232790	Q8VBT3-2,ENSMUST00000108645,ENSMUST00000039507,Q8VBT3
126074	Q6NVH7	66962	Q8VCI7,ENSMUST00000053583
126075	P0C7I6-6,P0C7I6-7,P0C7I6,P0C7I6-8	67119	Q8C963-2,Q8C963,ENSMUST00000006403,Q8C963-3,ENSMUST00000170304
126119	Q8TAC2-2,Q8TAC2,ENST00000598418,ENST00000601423,ENST00000594350,ENST00000595669	66124	ENSMUST00000121922,ENSMUST00000117324,ENSMUST00000118493,Q9CR30,ENSMUST00000035844,ENSMUST00000118628,ENSMUST00000120852
126123	ENST00000600293,ENST00000293405,Q6UXV1-2,ENST00000594854,Q6UXV1	75510	Q9DA16-3,Q9DA16-2,Q9DA16,ENSMUST00000085422
126129	ENST00000598259,Q8TCG5,ENST00000323446,ENST00000405931,ENST00000598293,ENST00000392518,Q8TCG5-2,Q8TCG5-3	78070	Q8BGD5,ENSMUST00000063761,ENSMUST00000212836
126133	Q8IZ83,ENST00000293350,Q8IZ83-3,ENST00000540132,Q8IZ83-2,ENST00000455361	69748	ENSMUST00000209963,Q571I9
126147	Q8WTR8-2,ENST00000270235,Q8WTR8	243967	ENSMUST00000182750,Q3UQ22,ENSMUST00000107742,ENSMUST00000183120
126206	P59047,ENST00000390649	23968	Q9R1M5-4,Q9R1M5-3,ENSMUST00000015866,Q9R1M5-8,Q9R1M5-7,Q9R1M5-6,ENSMUST00000139661,Q9R1M5-5,ENSMUST00000086341,ENSMUST00000108441,Q9R1M5,Q9R1M5-2,ENSMUST00000133237
126208	Q6DD87,ENST00000610935	67109	ENSMUST00000094870,Q8BIF9
126248	Q6ZMY6-2,ENST00000361680,ENST00000355868,Q6ZMY6	384605	ENSMUST00000238407
126282	ENST00000327473,Q8WVP5,ENST00000536716	66443	Q8K288,ENSMUST00000077788
126298	ENST00000602269,Q8WZA9	210146	ENSMUST00000049020,Q8VIM9
126299	ENST00000300811,Q96B54	232969	Q8C1M2,ENSMUST00000177205,ENSMUST00000176880,ENSMUST00000071361
126306	Q96MG2,ENST00000300961	71912	ENSMUST00000181039
126308	Q96BX8,ENST00000357066,ENST00000592280	208228	ENSMUST00000003438,Q8BSU7
126321	Q6NUT3-2,Q6NUT3-3,ENST00000588918,ENST00000355415,Q6NUT3,Q6NUT3-4	73822	Q3U481,ENSMUST00000044844
126326	ENST00000644452,ENST00000644946,Q8TF64	209047	Q8R5M0,ENSMUST00000045102
126328	ENST00000418389,ENST00000593233,Q86Y39,ENST00000308961,Q86Y39-2	69875	ENSMUST00000002452
126353	Q8IVT2,ENST00000215582	78906	ENSMUST00000046833,ENSMUST00000169041,Q9D279,ENSMUST00000219305
126364	Q8N386,ENST00000339007,ENST00000595840	211228	ENSMUST00000052437,Q8K1T1
126370	ENST00000641398,O60431	257883	ENSMUST00000095473
126374	ENST00000590071,A6NIX2	101543	Q7TQJ8,ENSMUST00000038537
126382	Q86WQ0-2,ENST00000331552,ENST00000420605,Q86WQ0	75692	ENSMUST00000095273,Q3TV70,ENSMUST00000211898
126393	O14558,ENST00000004982	243912	Q5EBG6,ENSMUST00000126989,ENSMUST00000044048
126402	ENST00000292574,Q8IYK2	70976	ENSMUST00000105383,Q9D4K7
126432	ENST00000598904,ENST00000591812,Q6ZS11,Q6ZS11-2	320435	ENSMUST00000209035,ENSMUST00000059857,Q80UW3-2,Q80UW3
126433	Q8NI29,ENST00000292853	233040	ENSMUST00000108281,Q6DIA9-2,Q6DIA9,ENSMUST00000039998
126520	ENST00000454744,Q496M5,Q496M5-2	216166	ENSMUST00000105351,ENSMUST00000039836,Q4FZD7
126526	Q8N9M1,ENST00000582783,Q8N9M1-2,Q8N9M1-3,ENST00000392035	66367	Q8R3Y5,Q8R3Y5-3,Q8R3Y5-2,ENSMUST00000187032,ENSMUST00000067386
126549	Q8NAG6,ENST00000652132,Q8NAG6-1,ENST00000651416,ENST00000598347	234396	A8VU90,ENSMUST00000120725,ENSMUST00000119976,A8VU90-2
126567	Q8TF44,ENST00000332235	237397	ENSMUST00000059699,Q5HZI2,ENSMUST00000178228
126626	ENST00000368918,Q8TAK5,ENST00000368916	213054	P81069,ENSMUST00000136139,ENSMUST00000107209,P81069-2
126637	Q5QJ38,ENST00000368806	71325	Q9D3P1,ENSMUST00000029516
126638	Q6XPR3,ENST00000316073	20129	ENSMUST00000045912,P97347
126661	ENST00000625766,ENST00000626657,ENST00000629482,ENST00000626177	68394	ENSMUST00000106464
126669	ENST00000304760,Q5VZ18	214547	ENSMUST00000050401,Q8BSD5
126695	Q8NAX2,ENST00000320567	69073	ENSMUST00000105901,ENSMUST00000042919,A2A9F4
126731	Q6IQ19,Q6IQ19-4,ENST00000284617,Q6IQ19-2,Q6IQ19-3	73420	Q8QZT2,ENSMUST00000122421
126755	Q5VT99,ENST00000376085	242735	A2VDH3,ENSMUST00000052458
126767	Q5VUY0,ENST00000620146,ENST00000359318	230883	ENSMUST00000105749,A2A7Z8
126789	Q8N0Z8,ENST00000379031,Q8N0Z8-2	433813	A2ADA5-3,A2ADA5-2,ENSMUST00000097737,A2ADA5
126792	Q96L58	117592	Q91Z92
126820	Q8IWG1,Q8IWG1-2,ENST00000294664,ENST00000326813	242253	ENSMUST00000160285,B2RY71
126823	Q8NEP7,Q8NEP7-2,ENST00000490724,ENST00000368011,ENST00000392192,Q8NEP7-3	68874	ENSMUST00000061878,Q3USL1
126859	ENST00000511157,ENST00000434088,Q5T1B0,Q5T1B0-3,Q5T1B0-2,ENST00000367618	77352	ENSMUST00000213088
126868	Q8N8X9,ENST00000369500	242125	Q8CI17,ENSMUST00000061831
126917	Q5TF58,ENST00000455833	212632	ENSMUST00000123827,ENSMUST00000174078,Q8R2V2
126969	Q8N4M1,ENST00000532427,ENST00000271227,Q8N4M1-5,Q8N4M1-6,ENST00000529450,Q8N4M1-3,Q8N4M1-2,ENST00000467909,Q8N4M1-4,ENST00000527077,ENST00000446120	213603	Q921V7,ENSMUST00000039197
127002	Q5T6C5,ENST00000369870	72522	ENSMUST00000102633
127003	ENST00000462402,ENST00000369945,ENST00000460065,Q5T5A4,Q5T5A4-2,ENST00000369948,ENST00000369949	75504	ENSMUST00000029485,Q9DAD0
127018	ENST00000474379,ENST00000463964,ENST00000483635,ENST00000366927,ENST00000477938,Q5VWZ2-2,Q5VWZ2,ENST00000366928	226791	ENSMUST00000045388,Q3UFF7
127124	ENST00000309309,Q96LB4-3,ENST00000367382,Q96LB4-4,ENST00000489986,Q96LB4	338375	Q8BMC1,ENSMUST00000027643
127247	ENST00000284142,Q8WXJ9	66772	Q8VHP9,ENSMUST00000044089
127253	Q6IPR3,ENST00000370867,ENST00000457880,Q6IPR3-2	209584	Q8BSA9,ENSMUST00000170461,ENSMUST00000052774
127254	Q5RHP9-2,Q5RHP9,ENST00000326665,Q5RHP9-3	209601	ENSMUST00000051862
127255	ENST00000415760,A6PVS8,A6PVS8-3,A6PVS8-2	74435	Q14DL3-2,ENSMUST00000029833,Q14DL3,Q14DL3-3
127262	Q5T0D9,Q5T0D9-2,ENST00000378344	67808	Q9DBS2,ENSMUST00000030896
127281	Q8TBF2-3,Q8TBF2-4,Q8TBF2,Q8TBF2-7,ENST00000444521,Q8TBF2-2,ENST00000484099,ENST00000378425,ENST00000419916,ENST00000537325,Q8TBF2-6,ENST00000378427	66469	ENSMUST00000030935,Q9DB60
127294	Q5VTT5,Q5VTT5-2,ENST00000374434,Q5VTT5-3	242702	ENSMUST00000105854,A2ABU4
127343	ENST00000360032,ENST00000371956,Q8NFW5,Q8NFW5-2	140477	Q91ZK4-2,ENSMUST00000124071,Q91ZK4
127391	Q7Z6W1,ENST00000372766	69469	ENSMUST00000106268
127428	ENST00000234827,ENST00000498272,Q96MN5-2,Q96MN5	66526	Q8R2M0,ENSMUST00000057043
127435	Q7Z5L7,ENST00000312553,ENST00000618387,Q7Z5L7-4,Q7Z5L7-3,Q7Z5L7-2	242608	Q7TQ62,Q7TQ62-2,ENSMUST00000106709,ENSMUST00000106708
127495	Q96DD0,Q96DD0-2,ENST00000342895,ENST00000620882,ENST00000370137	109245	Q8BGI7,ENSMUST00000203327,ENSMUST00000029573
127534	Q9NTQ9,ENST00000339480	14621	Q02738,ENSMUST00000060419
127540	ENST00000425537,ENST00000519684,Q8WW32	69317	Q6P8W9
127544	ENST00000235150,Q6ZMZ0-3,ENST00000356990,Q6ZMZ0-2,ENST00000373456,Q6ZMZ0-4,Q6ZMZ0	75234	ENSMUST00000168461
127550	ENST00000442999,U3KPV4	215493	ENSMUST00000030585,Q3V1N9,Q3V1N9-2
127579	Q5T1A1,Q5T1A1-2,ENST00000368424,ENST00000485982,ENST00000368423	329702	ENSMUST00000208216
127665	ENST00000339948,Q5T619	100503355	ENSMUST00000086195
127687	ENST00000468084,Q6ZSJ8,Q6ZSJ8-2,ENST00000373042	68920	B1ARW8,ENSMUST00000106190
127700	ENST00000354267,Q8WVF1-2,ENST00000235532,Q8WVF1,ENST00000445843,Q8WVF1-3,Q8WVF1-4,ENST00000356637	230751	Q8BHW2,ENSMUST00000143712,ENSMUST00000035497
127703	Q8TAB5,ENST00000270815	230757	ENSMUST00000164362,ENSMUST00000097886,Q8BP99
127707	Q5VTJ3	242721	A2APT9
127731	Q5TIE3-5,Q5TIE3,Q5TIE3-3,ENST00000289815,Q5TIE3-2,Q5TIE3-4	75718	A9Z1V5,ENSMUST00000030533
127733	Q96LJ8,ENST00000375099	212190	ENSMUST00000105811,ENSMUST00000105809,ENSMUST00000105810,Q8BG34
127795	Q8N0U7-2,ENST00000371201,Q8N0U7,Q8N0U7-3	620779	ENSMUST00000107071,A2AGB2
127829	ENST00000272217,ENST00000614750,Q96BM9	68724	Q8VEH3,ENSMUST00000027684
127833	ENST00000367267,Q8N9I0,ENST00000367268	20980	ENSMUST00000121990,ENSMUST00000188842,P46097
127845	Q6ZVE7,ENST00000308302	68338	Q9DCQ3,ENSMUST00000094557
127933	Q8TAS1-3,ENST00000545294,ENST00000538489,Q8TAS1,Q8TAS1-2,ENST00000489294	16589	ENSMUST00000027979,ENSMUST00000150821,P97343,ENSMUST00000123399
127943	ENST00000367945,Q6BAA4,Q6BAA4-3,ENST00000336830,Q6BAA4-4,Q6BAA4-2,ENST00000367946,ENST00000367944,ENST00000367948,Q6BAA4-5	435653	ENSMUST00000094337,Q5DRQ8
128061	Q8NDD1-5,ENST00000366649,Q8NDD1-6,Q8NDD1-7,Q8NDD1,ENST00000366651	66523	ENSMUST00000034465,Q8CIL4
128077	Q8IVB5,ENST00000604000	280411	Q8BQ89,ENSMUST00000062058
128153	ENST00000366933,Q96L03	74717	Q9D552-2,ENSMUST00000110945,ENSMUST00000027908,Q9D552-3,Q9D552
128178	Q8WWZ3-2,ENST00000359362,ENST00000334232,Q8WWZ3	171211	ENSMUST00000179308
128209	ENST00000372299,Q5JT82	75753	ENSMUST00000062747,Q8CFA7
128218	ENST00000432792,ENST00000439858,Q96AQ2	230678	Q8CHQ6
128229	ENST00000470342,ENST00000481479,ENST00000368251,ENST00000368252,ENST00000368255,ENST00000368254,ENST00000466306,Q96A04,ENST00000368253	76927	Q9DA44,ENSMUST00000107556,ENSMUST00000010682
128239	ENST00000361170,Q86VI3	404710	ENSMUST00000071812
128240	Q8NCW5-2,ENST00000368235,Q8NCW5	246703	Q8K4Z3,ENSMUST00000029708
128272	Q8IW93-2,Q8IW93,ENST00000270747	213649	Q8BWA8,ENSMUST00000006618
128308	Q7Z7F7,Q7Z7F7-2,ENST00000366733,ENST00000366746,ENST00000366747,ENST00000391867,ENST00000295008,ENST00000336300,ENST00000348259,ENST00000336520,ENST00000430433,ENST00000366739,ENST00000366734,ENST00000366742	67212	ENSMUST00000108787,ENSMUST00000108785,Q9CZ83-2,ENSMUST00000108786,Q9CZ83,ENSMUST00000045697,ENSMUST00000108784
128312	Q8N257	78303	Q9D2U9
128338	Q6UX65,ENST00000539140,ENST00000286692	67171	Q9CR48,ENSMUST00000067630,ENSMUST00000121034,ENSMUST00000029507
128344	ENST00000369737,Q8TCI5,Q8TCI5-2,ENST00000369738,Q8TCI5-3	100503311	ENSMUST00000066319,Q9D9W1-2,ENSMUST00000010280,Q9D9W1
128346	ENST00000369718,ENST00000343534,Q8NEQ5,Q8NEQ5-2	433638	Q3U7U4,ENSMUST00000098758
128387	ENST00000366974,ENST00000526997,Q17R31-5,ENST00000531963,Q17R31-3,ENST00000366973,Q17R31-4,ENST00000532324,Q17R31,Q17R31-2,ENST00000526641	68972	ENSMUST00000110891,Q3U1C6-3,ENSMUST00000027945,Q3U1C6-2,ENSMUST00000110893,ENSMUST00000085633,Q3U1C6
128408	Q8NDY6	140489	Q8BGW3
128414	ENST00000370316,Q8IVV8,ENST00000370313,ENST00000370307	58237	ENSMUST00000103053,ENSMUST00000139929,Q9JMG4-3,ENSMUST00000108873,Q9JMG4,Q9JMG4-2
128434	Q96N03-3,ENST00000373461,Q96N03,Q96N03-2	277432	Q6PDS0,ENSMUST00000109523
128486	Q8N6M3,ENST00000396825	228859	P59266,ENSMUST00000109418
128488	ENST00000372785,Q8WWY7	192200	Q9JHY3,ENSMUST00000051272
128497	Q9BR10,ENST00000372519	75642	Q9DA57,ENSMUST00000017911
128506	Q9BR26,ENST00000279028	74614	Q9D611,ENSMUST00000029213
128553	ENST00000371497,Q9NRE2-2,Q9NRE2,ENST00000603338	228911	Q68FE9,ENSMUST00000109159
128602	ENST00000371168,Q9H1P6	72221	ENSMUST00000029023,Q9DA42
128611	Q5JPB2,ENST00000371030	100043757	ENSMUST00000059452
128637	Q96BZ9-2,Q96BZ9,ENST00000461304,Q96BZ9-3,ENST00000354200	67231	Q9D9I4,ENSMUST00000028963
128653	ENST00000380589,Q9NUB4,ENST00000603872	75656	ENSMUST00000110281,ENSMUST00000028898
128674	Q8NFJ6	246313	ENSMUST00000049997,Q8K458
128710	ENST00000334534,Q5VYV7	74243	ENSMUST00000099311,Q9D7Y9-2,Q9D7Y9,Q9D7Y9-3,ENSMUST00000028737
128817	ENST00000347397,Q9H114	228756	Q80Y72,ENSMUST00000109954,ENSMUST00000109952,ENSMUST00000109955,Q80Y72-2
128853	ENST00000278979,Q9H1R2-2,ENST00000398084,ENST00000375966,Q9H1R2-3,Q9H1R2,Q9H1R2-4,ENST00000339738	252864	ENSMUST00000123121,Q8R4V2-2,Q8R4V2,ENSMUST00000037715
128859	Q8NFQ5,ENST00000349552	228796	Q8BU51,ENSMUST00000088955
128861	Q9BQP9,Q9BQP9-2,ENST00000375452,ENST00000375454,ENST00000471233	73388	ENSMUST00000028984,ENSMUST00000109746,Q9D9J8
128864	Q9BQM9,ENST00000375222	75480	ENSMUST00000045116
128866	Q9H444,ENST00000217402	75608	Q9D8B3,ENSMUST00000044277
128869	Q9H490,ENST00000217446,Q9H490-2	228812	ENSMUST00000077626
128876	Q9BQN1,ENST00000374408	71405	A2ARK0
128977	Q6P5X5,ENST00000399562,Q6P5X5-2	72307	ENSMUST00000055413,Q3U595
128989	Q6ICL3-5,Q6ICL3,ENST00000420290,ENST00000399807,ENST00000401833,ENST00000432883,Q6ICL3-3,ENST00000327374,ENST00000456048,ENST00000447208,ENST00000401886,ENST00000450664,ENST00000398042,Q6ICL3-2,Q6ICL3-4,Q6ICL3-6,ENST00000434570	27883	ENSMUST00000115628
129049	Q2NKQ1-3,ENST00000400358,ENST00000610372,ENST00000400359,Q2NKQ1,Q2NKQ1-4	52850	ENSMUST00000147856,Q8BPQ7,ENSMUST00000112325,ENSMUST00000057209,ENSMUST00000048112,ENSMUST00000145708,Q8BPQ7-2
129080	Q96A84-3,ENST00000404820,Q96A84-2,Q96A84,ENST00000334018	140703	Q91VF5-2,ENSMUST00000062821,Q91VF5,ENSMUST00000163299
129138	ENST00000406423,Q6NXT1-2,ENST00000407117,Q6NXT1,ENST00000215941	223690	ENSMUST00000040676,Q91WK7
129285	ENST00000416913,Q6ZMI0-3,ENST00000294952,Q6ZMI0-4,ENST00000281394,ENST00000449090,Q6ZMI0,Q6ZMI0-5,Q6ZMI0-2	73825	ENSMUST00000038551,Q3TDD9-2,Q3TDD9
129303	ENST00000444380,ENST00000334462,ENST00000306353,Q86TG1,Q86TG1-2,ENST00000409668	232086	ENSMUST00000069695,Q91WN2
129401	Q8NFH5,Q8NFH5-2,Q8NFH5-3,ENST00000295119,ENST00000409798	69482	Q8R4R6,ENSMUST00000028382
129446	ENST00000409273,A4UGR9-4,ENST00000409728,A4UGR9-3,A4UGR9-6,A4UGR9,ENST00000409605,A4UGR9-7,ENST00000409195,A4UGR9-5,A4UGR9-8,A4UGR9-2,ENST00000409043	241431	ENSMUST00000112347,ENSMUST00000028410,Q4U4S6-2,Q4U4S6
129450	A2RUC4-2,A2RUC4,ENST00000354611	68736	A2RSX7-2,ENSMUST00000160837,A2RSX7,ENSMUST00000162686
129521	ENST00000376865,Q5H8A3	433292	Q5H8A1,ENSMUST00000088029,ENSMUST00000160214
129530	ENST00000308528,Q8N1E2,ENST00000409448	69541	Q9D7Q0,ENSMUST00000114894
129531	ENST00000289359,Q8WV92,ENST00000413710,ENST00000409107	69028	Q8VDV8,ENSMUST00000139725,ENSMUST00000027257
129563	ENST00000273009,Q8IYB7-5,Q8IYB7,ENST00000409401,ENST00000390005,Q8IYB7-2,Q8IYB7-4,Q8IYB7-3	208718	Q8CI75,Q8CI75-2,ENSMUST00000065694,ENSMUST00000168237
129607	ENST00000458098,Q5EBM0,Q5EBM0-4,Q5EBM0-2,ENST00000404168,ENST00000256722,Q5EBM0-3	22169	ENSMUST00000020969,Q3U5Q7
129642	ENST00000486484,Q6ZWT7,ENST00000305997	67216	Q8R3I2-2,Q8R3I2-3,ENSMUST00000221952,ENSMUST00000110942,Q8R3I2
129684	Q8WYK1,ENST00000431078	636808	Q0V8T9,ENSMUST00000043725
129685	ENST00000494547,ENST00000372977,Q7Z7C8-4,ENST00000372978,Q7Z7C8-2,ENST00000465926,ENST00000456846,Q7Z7C8	63856	Q9EQH4-5,Q9EQH4,ENSMUST00000233174,ENSMUST00000067103,Q9EQH4-3,Q9EQH4-2,Q9EQH4-4
129787	Q96B42,ENST00000405941,ENST00000355654,Q96B42-2,ENST00000281017	211986	Q3TUD9,ENSMUST00000057151
129804	ENST00000409450,ENST00000331203,ENST00000409903,Q53RD9-4,Q53RD9,Q53RD9-3,Q53RD9-2	70370	Q501P1,ENSMUST00000028864
129807	Q8WWR8-3,ENST00000391969,ENST00000404257,ENST00000325935,Q8WWR8-2,Q8WWR8,ENST00000405370,ENST00000407683	241159	Q8BZL1,ENSMUST00000190212,Q8BZL1-1,ENSMUST00000050890
129831	ENST00000616198,Q8IUH3,ENST00000286070,Q8IUH3-3,Q8IUH3-2	241490	Q8BHN5,ENSMUST00000046389
129852	Q8N5S3,ENST00000447328,ENST00000398634,Q8N5S3-2	75087	ENSMUST00000041763,Q5SPV6-2,Q5SPV6
129880	Q8N3I7,ENST00000295240,Q8N3I7-2	72569	ENSMUST00000074963,Q9CZQ9
129881	Q0VFZ6,ENST00000447353	75051	A0JLY1,ENSMUST00000094942
130013	Q8TDX5,ENST00000356140,ENST00000392928,Q8TDX5-2	266645	Q8R519,ENSMUST00000038006
130026	ENST00000617388,Q8NDH6,ENST00000358299,ENST00000425178,ENST00000392237,Q8NDH6-2	70375	ENSMUST00000191251,Q3TY65,ENSMUST00000027172,ENSMUST00000186970
130074	ENST00000409185,A1KXE4-2,A1KXE4,ENST00000389915	214469	ENSMUST00000047534,ENSMUST00000170092,Q80XQ8
130075	Q8NGU2,ENST00000641559	258381	ENSMUST00000216942
130106	A0PJX0,ENST00000288861	73259	Q9D9N5,ENSMUST00000065486
130132	ENST00000295049,Q52LD8	74013	ENSMUST00000027121,Q8CHX7-2,Q8CHX7
130162	Q8NHS4,Q8NHS4-2,ENST00000406076,ENST00000401408	73324	Q5M6W3,ENSMUST00000208530,ENSMUST00000020753
130271	Q8IVE3-3,ENST00000405223,ENST00000282406,Q8IVE3,Q8IVE3-2	213556	ENSMUST00000047206,Q8C115,Q8C115-2,Q8C115-3
130340	Q96PC3-4,ENST00000415298,Q96PC3,ENST00000396654,Q96PC3-2,Q96PC3-3	252903	Q7TN05,ENSMUST00000162342
130355	ENST00000409523,Q3KRA6,ENST00000334816,ENST00000409466,ENST00000409877	73103	Q9CRW3,ENSMUST00000027637,Q9CRW3-2,ENSMUST00000112644
130367	ENST00000321276,Q8IWX5-2,Q8IWX5	433323	ENSMUST00000036172,Q810K3
130399	ENST00000243349,ENST00000335450,Q8NER5-2,Q8NER5-3,Q8NER5-4,ENST00000348328,ENST00000409680,Q8NER5	269275	ENSMUST00000028178,ENSMUST00000100085,Q8K348
130497	Q8TAX0,ENST00000272223	23967	ENSMUST00000057021,Q9WVG7
130502	Q5I0X7,ENST00000333610	75516	Q9DAC7,ENSMUST00000085741
130507	Q6ZT12-4,Q6ZT12,Q6ZT12-3,ENST00000272793,Q6ZT12-2	68795	Q5U430,Q5U430-3,Q5U430-2,ENSMUST00000055758
130535	Q6PI47,Q6PI47-3,ENST00000409157,ENST00000359878,Q6PI47-2	51960	ENSMUST00000161608,ENSMUST00000164963,ENSMUST00000114410
130557	ENST00000407879,Q8N8E2-3,ENST00000323703,Q8N8E2-2,Q8N8E2	101023	Q6PD29-2,ENSMUST00000114590,Q6PD29,ENSMUST00000031562
130560	ENST00000433428,Q8NHX4,ENST00000455816	70060	Q9D9T6-4,ENSMUST00000152501,ENSMUST00000130504,Q9D9T6-2,Q9D9T6-3,Q9D9T6,ENSMUST00000052854
130574	ENST00000334166,Q86Y78,ENST00000409381,ENST00000651933,Q86Y78-2	320343	ENSMUST00000112712,Q8BPP5
130576	ENST00000409876,ENST00000409642,ENST00000409029,Q8NI32-2,Q8NI32	71897	ENSMUST00000028103,Q9D7F2-1,Q9D7F2
130589	ENST00000272252,Q96C23,ENST00000444351	319625	ENSMUST00000039205,Q8K157
130612	ENST00000344458,Q66K66,ENST00000373883	319998	Q8BG75,ENSMUST00000113575
130617	ENST00000621130,Q8WV99-2,ENST00000409336,ENST00000444522,Q8WV99,ENST00000289528	68818	Q91X58,ENSMUST00000162768,ENSMUST00000160439,ENSMUST00000027394
130733	Q8NBL3-2,Q8NBL3,ENST00000281961	68027	ENSMUST00000025092,Q9CZ16
130752	ENST00000374412,ENST00000454776,ENST00000432911,ENST00000449792,Q5I0G3-2,Q5I0G3-3,Q5I0G3	76668	ENSMUST00000114094,Q5F204
130813	ENST00000405022,Q96LR7,ENST00000381585	73667	ENSMUST00000095823,ENSMUST00000190691
130814	Q8N755-2,ENST00000402361,ENST00000295083,Q8N755,ENST00000441908	217430	Q8C6U2,ENSMUST00000054536
130827	ENST00000640575,ENST00000488134,ENST00000412401,Q6ZP80,Q6ZP80-3,Q6ZP80-2,ENST00000409173,ENST00000409528	381339	ENSMUST00000114765,B2RVY9
130888	Q8NEA4-3,Q8NEA4,ENST00000283946	66153	ENSMUST00000097672,Q9CQ24
130916	Q7Z6M4,ENST00000391980,ENST00000406593	69821	Q8BVN4,ENSMUST00000112944,ENSMUST00000027492
130940	Q8NFR7-3,ENST00000409889,Q8NFR7-2,ENST00000283233,Q8NFR7-4,ENST00000409187,Q8NFR7	227933	ENSMUST00000077687,Q6P5U8-2,Q6P5U8
130951	Q8TC57-4,ENST00000290536,ENST00000464686,Q8TC57-3,Q8TC57,ENST00000536235,Q8TC57-2	110958	Q9Z0E1,ENSMUST00000113980
131034	ENST00000429747,ENST00000512332,Q96A23-2,Q96A23,ENST00000617767,ENST00000511604	74020	Q8BLR2,ENSMUST00000057742
131076	ENST00000479899,ENST00000479414,Q4VC31,ENST00000291458	381045	Q8R3Q6,ENSMUST00000163352,ENSMUST00000164916,ENSMUST00000099937
131096	Q96L42-2,ENST00000452398,ENST00000328405,Q96L42	211468	ENSMUST00000039366,P59111
131118	ENST00000469657,Q96DA6,Q96DA6-2,ENST00000382564,ENST00000479269	67713	ENSMUST00000108195,ENSMUST00000120805,Q9CQV7-3,Q9CQV7,ENSMUST00000117223,Q9CQV7-2,ENSMUST00000011029
131149	ENST00000327928,A6NHN0	229389	Q4ZJM7,ENSMUST00000053013
